id,message,label,scam_type,source_channel,language,contains_url,contains_amount,expected_risk,notes
MSG-0230,Your mobile number won a lottery prize of ₹2500. Transfer ₹499 registration fee now.,scam,fake_reward,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0231,Your OTP for login is 516059. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0232,Your appointment with Dr. Sharma is confirmed for Friday at 11:30 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0233,Your OTP for login is 176421. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0234,Your salary of ₹1000000 has been credited to your bank account ending 3865.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0235,Invest ₹999 and receive fixed daily profit. No risk. Contact now.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0236,Delivery failed due to incomplete address. Update details urgently: http://upi-block-alert.fake,scam,delivery_scam,email,en,yes,no,high,synthetic_training_example
MSG-0237,Your package from SBI is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0238,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0239,Your friend is in hospital. Transfer ₹25000 immediately for treatment.,scam,social_engineering,sms,en,no,yes,high,synthetic_training_example
MSG-0240,School fee receipt for ₹500000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0241,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0242,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0243,Your email account will be disabled. Verify password at http://gov-refund-portal.test,scam,tech_support_scam,email,en,yes,no,high,synthetic_training_example
MSG-0244,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0245,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0246,Delivery failed due to incomplete address. Update details urgently: http://sbi-verify-login.fake,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0247,Loan disbursal pending due to verification. Transfer ₹999 now.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0248,Your appointment with Dr. Rao is confirmed for 28 May at 11:30 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0249,Your Paytm order #921875 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0250,Your salary of ₹999 has been credited to your bank account ending 9834.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0251,Your Myntra order #403578 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0252,Your refund of ₹50000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0253,Your bank account will be blocked today. Click http://gov-refund-portal.test immediately to update your KYC.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0254,Your card payment of ₹500000 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0255,Complete bank KYC within 48 hours or your debit card will be locked: http://gov-refund-portal.test,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0256,Government subsidy approved. Upload Aadhaar and pay ₹99 verification fee.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0257,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0258,Your bank account will be blocked today. Click http://customer-care-help.invalid immediately to update your KYC.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0259,Your electricity bill of ₹2500 is due on 15 June. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0260,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0261,HR team approved your profile. Transfer ₹499 for document verification.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0262,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0263,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,email,en,no,no,high,synthetic_training_example
MSG-0264,Work from home job. Earn ₹25000 daily. Pay ₹299 registration fee to start.,scam,job_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0265,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0266,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0267,HR team approved your profile. Transfer ₹99 for document verification.,scam,job_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0268,Your appointment with Dr. Mukherjee is confirmed for Monday at 2 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0269,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,sms,en,no,no,high,synthetic_training_example
MSG-0270,Your OTP for login is 931621. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0271,Your wallet KYC is pending. Submit PAN and Aadhaar here http://customer-care-help.invalid to continue transactions.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0272,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹199.",scam,job_scam,email,en,no,yes,high,synthetic_training_example
MSG-0273,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0274,Courier package waiting. Pay redelivery fee ₹499 to avoid return: http://sbi-verify-login.fake,scam,delivery_scam,whatsapp,en,yes,yes,high,synthetic_training_example
MSG-0275,Registration fee pending. Pay ₹799 today to unlock your reward.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0276,Package from overseas blocked by customs. Immediate payment required: http://upi-block-alert.fake,scam,delivery_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0277,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0278,Your Google Pay order #465962 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0279,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,sms,en,no,no,medium,synthetic_training_example
MSG-0280,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0281,Your claim is approved. Pay service tax ₹299 to receive ₹1000000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0282,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0283,Government subsidy approved. Upload Aadhaar and pay ₹499 verification fee.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0284,Work from home job. Earn ₹1000000 daily. Pay ₹799 registration fee to start.,scam,job_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0285,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹2499.",scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0286,Your card payment of ₹10000 at BigBasket was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0287,Your refund of ₹25000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0288,Your return pickup is scheduled for tomorrow between 6:30 PM and 2 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0289,Your appointment with Dr. Sharma is confirmed for Tuesday at 2 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0290,Your Myntra order #544278 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0291,Transfer ₹299 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0292,KYC expired for your account. Verify now at http://sbi-verify-login.fake to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0293,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0294,Package from overseas blocked by customs. Immediate payment required: http://parcel-clearance-pay.invalid,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0295,Your refund is ready. Provide OTP and PIN to release ₹2500.,scam,otp_theft,sms,en,no,yes,high,synthetic_training_example
MSG-0296,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0297,Your shipment is suspended. Confirm PAN and address here http://bank-kyc-update.invalid,scam,delivery_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0298,Your card payment of ₹500000 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0299,"Hi Ravi, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0300,Registration fee pending. Pay ₹299 today to unlock your reward.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0301,Income Tax refund blocked. Submit bank details here http://upi-block-alert.fake to release money.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0302,Your card payment of ₹1000000 at BookMyShow was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0303,Your salary of ₹10000 has been credited to your bank account ending 9536.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0304,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0305,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0306,"Hi Neha, are we still meeting at 2 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0307,Your package from Myntra is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0308,"Dear customer, update KYC details urgently using http://secure-account-check.test. Failure may block UPI services.",scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0309,"Hi Neha, are we still meeting at 6:30 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0310,"Rahul, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0311,Your appointment with Dr. Das is confirmed for Monday at 11:30 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0312,You have been selected for a free iPhone. Claim reward here: http://sbi-verify-login.fake,scam,fake_reward,email,en,yes,no,medium,synthetic_training_example
MSG-0313,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,email,en,no,no,medium,synthetic_training_example
MSG-0314,Final warning: electricity supply suspended in 2 hours. Update payment here http://upi-block-alert.fake,scam,electricity_bill_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0315,Your Tata Neu order #712955 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0316,Your card payment of ₹999 at BookMyShow was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0317,Your mobile number won a lottery prize of ₹10000. Transfer ₹2499 registration fee now.,scam,fake_reward,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0318,Police cyber cell notice: pay fine ₹199 today or legal action will start.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0319,Online typing job guaranteed income. Submit Aadhaar and pay registration fee here: http://reward-claim-now.fake,scam,job_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0320,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,sms,en,no,no,medium,synthetic_training_example
MSG-0321,Send your password and OTP for urgent security verification.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
MSG-0322,Final notice: your prize will expire today. Click http://bank-kyc-update.invalid to receive money.,scam,fake_reward,email,en,yes,no,high,synthetic_training_example
MSG-0323,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,email,en,no,no,high,synthetic_training_example
MSG-0324,Final warning: electricity supply suspended in 2 hours. Update payment here http://bank-kyc-update.invalid,scam,electricity_bill_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0325,Package from overseas blocked by customs. Immediate payment required: http://secure-account-check.test,scam,delivery_scam,sms,en,yes,no,medium,synthetic_training_example
MSG-0326,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0327,School fee receipt for ₹1499 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0328,"I am stuck at airport. Send ₹25000 now, cannot call.",scam,social_engineering,email,en,no,yes,medium,synthetic_training_example
MSG-0329,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0330,Your package from Tata Neu is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0331,Congratulations! You won ₹500000 in PhonePe lucky draw. Pay ₹299 processing fee to claim.,scam,fake_reward,sms,en,no,yes,medium,synthetic_training_example
MSG-0332,Complete bank KYC within 12 hours or your debit card will be locked: http://gov-refund-portal.test,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0333,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0334,Your refund of ₹100000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0335,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0336,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0337,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,email,en,no,no,high,synthetic_training_example
MSG-0338,Registration fee pending. Pay ₹499 today to unlock your reward.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0339,"Hi Priya, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0340,Government subsidy approved. Upload Aadhaar and pay ₹1499 verification fee.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0341,Courier authority requires PAN update immediately at http://gov-refund-portal.test.,scam,impersonation,sms,en,yes,no,high,synthetic_training_example
MSG-0342,KYC expired for your account. Verify now at http://secure-account-check.test to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0343,Final notice: your prize will expire today. Click http://upi-block-alert.fake to receive money.,scam,fake_reward,email,en,yes,no,high,synthetic_training_example
MSG-0344,Congratulations! You won ₹25000 in Amazon lucky draw. Pay ₹2499 processing fee to claim.,scam,fake_reward,email,en,no,yes,medium,synthetic_training_example
MSG-0345,Your package from Google Pay is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0346,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0347,Pay ₹999 verification charge to release your approved loan amount of ₹2500.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0348,Your email account will be disabled. Verify password at http://reward-claim-now.fake,scam,tech_support_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0349,Your appointment with Dr. Sharma is confirmed for Monday at 2 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0350,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,email,en,no,no,high,synthetic_training_example
MSG-0351,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0352,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0353,Electricity connection will be disconnected tonight. Pay bill immediately at http://reward-claim-now.fake,scam,electricity_bill_scam,sms,en,yes,no,medium,synthetic_training_example
MSG-0354,Your monthly subscription renewal for Netflix is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0355,Your salary of ₹2500 has been credited to your bank account ending 4148.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0356,"Amit, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0357,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0358,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0359,Transfer ₹999 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0360,Your card payment of ₹999 at Apollo Pharmacy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0361,Send your password and OTP for urgent security verification.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
MSG-0362,Part-time task job available. Deposit ₹2499 to activate your employee ID.,scam,job_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0363,Your Paytm order #484795 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0364,Your friend is in hospital. Transfer ₹1499 immediately for treatment.,scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0365,Complete bank KYC within 2 hours or your debit card will be locked: http://parcel-clearance-pay.invalid,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0366,Courier package waiting. Pay redelivery fee ₹1499 to avoid return: http://gov-refund-portal.test,scam,delivery_scam,whatsapp,en,yes,yes,medium,synthetic_training_example
MSG-0367,Your monthly subscription renewal for Microsoft 365 is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0368,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,whatsapp,en,no,no,medium,synthetic_training_example
MSG-0369,Crypto trading group gives assured profit. Join using http://reward-claim-now.fake and deposit now.,scam,investment_scam,sms,en,yes,no,medium,synthetic_training_example
MSG-0370,Your card payment of ₹100000 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0371,"Hi Ravi, are we still meeting at 6:30 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0372,KYC expired for your account. Verify now at http://upi-block-alert.fake to avoid service suspension.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0373,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0374,Final warning: electricity supply suspended in 2 hours. Update payment here http://gov-refund-portal.test,scam,electricity_bill_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0375,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0376,"Dear customer, update KYC details urgently using http://parcel-clearance-pay.invalid. Failure may block UPI services.",scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0377,Your shipment is suspended. Confirm PAN and address here http://secure-account-check.test,scam,delivery_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0378,Your package from Paytm is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0379,"Hi Neha, are we still meeting at 11:30 AM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0380,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0381,Your mobile number won a lottery prize of ₹1000000. Transfer ₹999 registration fee now.,scam,fake_reward,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0382,Registration fee pending. Pay ₹999 today to unlock your reward.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0383,School fee receipt for ₹1499 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0384,The project sync has moved to 10 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0385,Police cyber cell notice: pay fine ₹1499 today or legal action will start.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0386,Your claim is approved. Pay service tax ₹2499 to receive ₹10000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0387,This is RBI support. Your account is under review. Verify details at http://customer-care-help.invalid,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0388,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0389,Transfer ₹1499 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0390,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0391,Your OTP for login is 987060. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0392,Your OTP for login is 578073. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0393,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0394,Limited stock tip. Send ₹999 to get insider recommendation before market opens.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0395,Your monthly subscription renewal for Prime is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0396,Work from home job. Earn ₹1000000 daily. Pay ₹199 registration fee to start.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0397,Your salary of ₹5000 has been credited to your bank account ending 7065.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0398,Income Tax refund blocked. Submit bank details here http://reward-claim-now.fake to release money.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0399,The project sync has moved to 10 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0400,Part-time task job available. Deposit ₹799 to activate your employee ID.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0401,Part-time task job available. Deposit ₹799 to activate your employee ID.,scam,job_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0402,Loan disbursal pending due to verification. Transfer ₹2499 now.,scam,loan_scam,email,en,no,yes,high,synthetic_training_example
MSG-0403,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0404,Your card payment of ₹25000 at Apollo Pharmacy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0405,Your refund is ready. Provide OTP and PIN to release ₹5000.,scam,otp_theft,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0406,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0407,Transfer ₹2499 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0408,The project sync has moved to 6:30 PM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0409,The project sync has moved to 10 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0410,Online typing job guaranteed income. Submit Aadhaar and pay registration fee here: http://sbi-verify-login.fake,scam,job_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0411,Your salary of ₹10000 has been credited to your bank account ending 4531.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0412,Your salary of ₹500000 has been credited to your bank account ending 6880.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0413,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0414,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0415,Final warning: electricity supply suspended in 2 hours. Update payment here http://upi-block-alert.fake,scam,electricity_bill_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0416,"Ananya, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0417,Your monthly subscription renewal for Microsoft 365 is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0418,Your card payment of ₹5000 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0419,"Rahul, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0420,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0421,"Dear customer, update KYC details urgently using http://upi-block-alert.fake. Failure may block UPI services.",scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0422,Your monthly subscription renewal for Prime is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0423,Congratulations! You won ₹500000 in Tata Neu lucky draw. Pay ₹199 processing fee to claim.,scam,fake_reward,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0424,Electricity connection will be disconnected tonight. Pay bill immediately at http://customer-care-help.invalid,scam,electricity_bill_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0425,Your refund of ₹500000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0426,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0427,Delivery failed due to incomplete address. Update details urgently: http://login-security-check.test,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0428,Courier package waiting. Pay redelivery fee ₹1499 to avoid return: http://upi-block-alert.fake,scam,delivery_scam,whatsapp,en,yes,yes,high,synthetic_training_example
MSG-0429,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0430,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0431,You have been selected for a free iPhone. Claim reward here: http://bank-kyc-update.invalid,scam,fake_reward,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0432,Your refund is ready. Provide OTP and PIN to release ₹1499.,scam,otp_theft,sms,en,no,yes,high,synthetic_training_example
MSG-0433,Your OTP for login is 428709. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0434,Your salary of ₹2500 has been credited to your bank account ending 3916.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0435,Your package from Axis is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0436,"Hi Priya, are we still meeting at 2 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0437,KYC expired for your account. Verify now at http://sbi-verify-login.fake to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0438,Guaranteed 20% monthly return. Invest ₹1499 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0439,Government subsidy approved. Upload Aadhaar and pay ₹199 verification fee.,scam,impersonation,sms,en,no,yes,high,synthetic_training_example
MSG-0440,Your card payment of ₹500000 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0441,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0442,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0443,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0444,The project sync has moved to 6:30 PM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0445,"Suman, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0446,Claim your cashback reward before midnight: http://sbi-verify-login.fake,scam,fake_reward,sms,en,yes,no,medium,synthetic_training_example
MSG-0447,"Your loan is ready. Click http://upi-block-alert.fake and upload Aadhaar, PAN, bank details immediately.",scam,loan_scam,email,en,yes,no,high,synthetic_training_example
MSG-0448,Your Paytm order #825990 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0449,Electricity department notice: pay reconnection charge ₹799 now.,scam,electricity_bill_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0450,We are from customer care. Tell us your OTP to confirm account ownership.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0451,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0452,Loan disbursal pending due to verification. Transfer ₹999 now.,scam,loan_scam,email,en,no,yes,high,synthetic_training_example
MSG-0453,Your mobile number won a lottery prize of ₹1499. Transfer ₹199 registration fee now.,scam,fake_reward,email,en,no,yes,medium,synthetic_training_example
MSG-0454,You have been selected for a free iPhone. Claim reward here: http://bank-kyc-update.invalid,scam,fake_reward,whatsapp,en,yes,no,medium,synthetic_training_example
